cust_id,equip_id,equip_notes,created_at,updated_at
1845,3731,Serviced AC unit 9-10-02,05/26/2017,05/26/2017
1846,3732,Serviced AC unit 9-9-02,05/26/2017,05/26/2017
1847,3733,Serviced Furnace 9-6-02,05/26/2017,05/26/2017
1847,3734,Serviced AC 9-6-02,05/26/2017,05/26/2017
1849,3735,Serviced Furnace 9-6-02,05/26/2017,05/26/2017
1849,3736,Serviced AC unit 9-6-02,05/26/2017,05/26/2017
1850,3934,Clean Contacts on subbase of thermostat and replaced Water panel 10-24-02,05/26/2017,05/26/2017
1854,3742,"Serviced ACunit 9-12-02
Replaced 240 Volt 9-12-02",05/26/2017,05/26/2017
1856,3748,Serviced Furnace 9-18-02,05/26/2017,05/26/2017
1858,3752,Serviced Furnace 9-18-02,05/26/2017,05/26/2017
1858,3753,Serviced AC Unit 9-18-02,05/26/2017,05/26/2017
1862,3758,#511330148  Ignitor part number.,05/26/2017,05/26/2017
1867,3795,Service to Gas Furnace 9-25-02,05/26/2017,05/26/2017
1867,3797,Serviced humidifier 9-25-02,05/26/2017,05/26/2017
1869,3799,Serviced Furnance 9-20-02,05/26/2017,05/26/2017
1869,3800,Replaced Filter 9-20-02,05/26/2017,05/26/2017
1872,3801,Serviced Hot Water Boiler 9-24-02,05/26/2017,05/26/2017
1874,3804,Serviced Gas Furnace 9-19-02,05/26/2017,05/26/2017
1875,3805,Serviced Gas Furnace 9-19-02,05/26/2017,05/26/2017
1875,3806,Replaced 2200 Filter 9-19-02,05/26/2017,05/26/2017
1876,3807,Serviced Gas Furnace 9-19-02,05/26/2017,05/26/2017
1878,3812,Serviced Oil Furnace 9-30-02,05/26/2017,05/26/2017
1879,3813,Replaced Contator in AC 9-30-02,05/26/2017,05/26/2017
1879,5919,p9961510F,05/26/2017,05/26/2017
1880,3814,Serviced gas Furnace 9-30-02,05/26/2017,05/26/2017
1881,3815,Serviced Gas Furnace 10-1-02,05/26/2017,05/26/2017
1882,3817,Serviced Acleaner 9-3-02,05/26/2017,05/26/2017
1882,3818,Serviced Humidifier and replaced water panel 9-3-02,05/26/2017,05/26/2017
1883,3819,Serviced Gas Furnace and replaced belt 9-27-02,05/26/2017,05/26/2017
1884,3821,Serviced AC Unit 8-29-02,05/26/2017,05/26/2017
1884,3822,Serviced Humidifier 8-29-02,05/26/2017,05/26/2017
1884,3823,Air Cleaner with Ductwork 8-29-02,05/26/2017,05/26/2017
1885,3828,Serviced Gas Furnace 10-4-02,05/26/2017,05/26/2017
1888,3830,Serviced Heat Pump 10-4-02,05/26/2017,05/26/2017
1890,3832,Serviced Oil Furnace 10-7-02,05/26/2017,05/26/2017
1892,3834,Serviced Furnace 10-4-02,05/26/2017,05/26/2017
1894,3836,Serviced Furnace 10-3-02,05/26/2017,05/26/2017
1896,3839,Serviced Gas Furnace 10-2-02,05/26/2017,05/26/2017
1896,5626,This furnace is in the garage.,05/26/2017,05/26/2017
1897,3840,Serviced Oil Furnace 10-2-02,05/26/2017,05/26/2017
1900,3854,Serviced Gas Furnace 10-14-02,05/26/2017,05/26/2017
1901,3855,Serviced Gas Furnace 10-9-02,05/26/2017,05/26/2017
1902,3856,Serviced Gas Furnace 10-14-02,05/26/2017,05/26/2017
1903,3857,Serviced Gas Furnace 10-10-02,05/26/2017,05/26/2017
1904,3858,Serviced Gas Furnace  10-10-02,05/26/2017,05/26/2017
1905,3860,Serviced Furnace 10-10-02,05/26/2017,05/26/2017
1906,3861,Serviced Furnace 10-14-02,05/26/2017,05/26/2017
1908,3863,Serviced gas Furnace 9-26-02,05/26/2017,05/26/2017
1909,3864,Replaced Component Board and Service 10-14-02,05/26/2017,05/26/2017
1910,3865,Serviced Oil Furnace 10-9-02,05/26/2017,05/26/2017
1911,3866,"Replaced Oil Nozzle, & Sub Base 10-14-02",05/26/2017,05/26/2017
1913,3869,Serviced Gas Furnace 10-14-02,05/26/2017,05/26/2017
1914,3870,Serviced Gas Furnace 9-25-02 for Sunday School Rooms,05/26/2017,05/26/2017
1914,3871,Serviced Gas Furnace 9-25-02-for Sanctuary,05/26/2017,05/26/2017
1916,3875,Serviced Gas Furnace 10-9-02,05/26/2017,05/26/2017
1919,3876,Serviced gas Furnace 10-11-02,05/26/2017,05/26/2017
1919,3877,Serviced Humidifier 10-11-02,05/26/2017,05/26/2017
1922,3879,Serviced Furnace 10-14-02,05/26/2017,05/26/2017
1923,3880,Serviced gas Furnace 10-3-02,05/26/2017,05/26/2017
1923,3881,Serviced Elec. Air Cleaner 10-3-02,05/26/2017,05/26/2017
1925,3883,Serviced Gas Furnace 10-16-02,05/26/2017,05/26/2017
1927,3884,Serviced Gas Furnace 10-16-02,05/26/2017,05/26/2017
1930,3886,Serviced Gas Furnace 10-16-02,05/26/2017,05/26/2017
1931,3887,Serviced Gas Furnace 10-17-02,05/26/2017,05/26/2017
1932,3888,Serviced gas Furnace 10-17-02,05/26/2017,05/26/2017
1935,3889,Serviced Hot Water Furnace 10-17-02,05/26/2017,05/26/2017
1935,3890,Serviced Hot Air Furnace 10-17-02,05/26/2017,05/26/2017
1940,3892,Serviced Gas Furnace 10-14-02,05/26/2017,05/26/2017
1940,3893,Serviced Acleaner 10-14-02,05/26/2017,05/26/2017
1941,3894,Serviced Gas Furnace 10-23-02,05/26/2017,05/26/2017
1941,3895,Serviced Acleaner 10-23-02,05/26/2017,05/26/2017
1941,3896,Serviced Humidifier 10-23-02,05/26/2017,05/26/2017
1942,3897,Serviced gas Furnace 10-21-02,05/26/2017,05/26/2017
1942,3898,Replaced Saddle Valve for Humidifier 10-21-02,05/26/2017,05/26/2017
1943,3899,Serviced Gas Furnace 10-22-02,05/26/2017,05/26/2017
1944,3900,"Serviced Gas Furnace 10-22-02
Installed a ignitor kit from round to flat 11-5-02",05/26/2017,05/26/2017
1947,11855,This is the shop showroom furnace originally installed on 3-21-11,05/26/2017,05/26/2017
1948,3901,Serviced Gas Furnace 10-19-02,05/26/2017,05/26/2017
1949,3902,Serviced Furnace 10-18-02,05/26/2017,05/26/2017
1950,3903,Serviced Gas Furnace 10-19-02,05/26/2017,05/26/2017
1951,3904,Serviced Gas Furnace 10-19-02,05/26/2017,05/26/2017
1953,3935,Replaced Roll-Out Switch for gas Furnace 10-28-02,05/26/2017,05/26/2017
1954,3905,"Mobile Home Burner 
Serviced Gas Furnace 10-23-02",05/26/2017,05/26/2017
1957,3914,Serviced Gas Furnace 10-29-02,05/26/2017,05/26/2017
1958,3915,Serviced Gas Furnace 11-1-02,05/26/2017,05/26/2017
1959,3917,Serviced Furnace 11-2-02 and Cleaned Flame Sensor.,05/26/2017,05/26/2017
1959,3918,Replaced Water Panel 11-2-02,05/26/2017,05/26/2017
1961,3919,Serviced Gas Boiler 10-28-02,05/26/2017,05/26/2017
1962,3920,Flame Sensor and Ignitor 10-29-02,05/26/2017,05/26/2017
1963,3921,Serviced Oil Furnace 10-30-02,05/26/2017,05/26/2017
1964,3922,Replaced Ignition Module and Serviced gas Furnace 10-30-02,05/26/2017,05/26/2017
1968,3924,"Serviced Gas Furnace  11-1-02
Invoice states there are cracks on the burner end plates.",05/26/2017,05/26/2017
1969,3925,Serviiced Oil Furnace 10-29-02,05/26/2017,05/26/2017
1970,3926,Repalced Thermocouple and Serviced 10-29-02,05/26/2017,05/26/2017
1972,3928,Adjusted Gas Pressure and Serviced 10-30-02,05/26/2017,05/26/2017
1972,3929,Serviced Furnace 10-30-02,05/26/2017,05/26/2017
1974,3930,Serviced Oil Furnace 10-31-02,05/26/2017,05/26/2017
1976,3932,Repair to Rooftop Heating & Cooling Unit 4-17-02,05/26/2017,05/26/2017
1977,3939,Replaced Blower Motor 10-24-02,05/26/2017,05/26/2017
1978,3940,Serviced Gas Furnace 10-28-02,05/26/2017,05/26/2017
1979,3942,"Replaced Gas Valve on GE Gas Furnace and 
Serviced 10-28-02",05/26/2017,05/26/2017
1980,3943,Serviced Gas Furnace 10-28-02,05/26/2017,05/26/2017
1980,3945,Checked Elec Air Cleaner 10-28-02,05/26/2017,05/26/2017
1981,3946,Serviced Gas Furnace 10-9-02,05/26/2017,05/26/2017
1983,3950,"Serviced Air Cleaner 10-24-02
Filter for Elec. Air Cleaner 11-12-02",05/26/2017,05/26/2017
1988,3967,Service to Gas Furnace 10-31-02,05/26/2017,05/26/2017
1992,3971,Serviced gas Furnace 11-6-02,05/26/2017,05/26/2017
1993,3972,Inspected Willamson  Pump System 7-22-02,05/26/2017,05/26/2017
1994,3973,Serviced Gas Furnace 11-6-02,05/26/2017,05/26/2017
1994,3974,Serviced Elec Air Cleaner 11-6-02,05/26/2017,05/26/2017
1995,3976,Serviced GE Furnace 11-11-02,05/26/2017,05/26/2017
1996,3977,Serviced Oil Furnace 11-8-02,05/26/2017,05/26/2017
1997,3978,Serviced Gas Furnace 11-5-02,05/26/2017,05/26/2017
1998,3979,Serviced Furnace 11-4-02,05/26/2017,05/26/2017
2001,4049,Serviced Oil Furnace 11-23-02,05/26/2017,05/26/2017
2003,4050,Serviced Gas Furnace 11-25-02,05/26/2017,05/26/2017
2005,4051,Serviced gas Furnace 11-26-02,05/26/2017,05/26/2017
2006,4052,Serviced Furnace 11-26-02,05/26/2017,05/26/2017
2010,4055,"No Heat, Bleed System of Air both Upstairs and down, Checked Expansion Tank 11-23-02",05/26/2017,05/26/2017
2010,15099,7 year on compressor,05/26/2017,05/26/2017
2012,4062,Replaced 24 Volt Transformer on gas furnace and Serviced 11-12-02,05/26/2017,05/26/2017
2013,4064,"We originally installed one 8/30/03 but failed.  The old model & serial # are: RXC031S3HPC0, 3295XM85G",05/26/2017,05/26/2017
2024,7423,"ADP coil goes with this air conditioner.
Mod #HE36260A200A000093",05/26/2017,05/26/2017
2026,4098,"Original tank Ser# 0403158447
Originally installed 6/18/2003",05/26/2017,05/26/2017
2122,4375,"Compressor Mod#:   CRHH075J0H00
                   Ser#:     0F07T0906
                  Part#:    433196231400
                Order#:    C23H21
                 Tag#:  9623-1400",05/26/2017,05/26/2017
2123,13988,"GRILLE  MODEL # SLP-15AAUW
                SERIAL # 28M0900

REMOTE  PAR-FL32MA

RECEIVING UNIT  PAR-FA32MA

PUMP  VCMA-15",05/26/2017,05/26/2017
2123,13990,"GRILLE  MODEL #SLP-15AAUW
               SERIAL # 24MO4450

REMOTE PAR-FL32MA

RECEIVING UNIT PAR-FA32MA

PUMP  VCMA-15",05/26/2017,05/26/2017
2123,13991,"GRILLE  MODEL# SLP-15AAUW
               SERIAL# 24MO4458

REMOTE PAR-FL32MA

RECEIVING UNIT  PAR-FA32MA

PUMP  VCMA-15",05/26/2017,05/26/2017
2123,13992,"GRILLE MODEL#  SLP-15AAUW
              SERIAL # 2XMOO934

REMOTE  PAR-FL32MA

RECEIVING UNIT  PAR-FA32MA

PUMP  VCMA-15",05/26/2017,05/26/2017
2123,16040,"SFTHATSWIFI  wifi skyport key
SFTHATSSEN  indoor sensor",05/26/2017,05/26/2017
2146,4452,replaced flame sensor 12-27-01,05/26/2017,05/26/2017
2305,10364,10 year parts warranty.,05/26/2017,05/26/2017
2348,5069,"Ducane Burner  DRC 10A
Honeywell Board  ST9103A-1002",05/26/2017,05/26/2017
2358,12062,GBG did not have the DSXC16036 so they substituted to the Amana.,05/26/2017,05/26/2017
2443,7084,"Originally installed new tank on 4/20/05.  Model # or old tank was 42V40S-40F, Serial # 0405514383.  New tank was replaced under warranty on 4/27/2007.",05/26/2017,05/26/2017
2490,8668,This furnace was installed under the Goodman furnace replacement program.,05/26/2017,05/26/2017
2598,6668,Lennox Ignitor Part # 41K5601,05/26/2017,05/26/2017
2693,16093,"Atlantic Ultraviolet 631-273-0500
Item #05-0727",05/26/2017,05/26/2017
2700,5687,"Catalog #  CC5AXA036017
Manufacturer #  2V781897",05/26/2017,05/26/2017
2746,5791,MFG# P1173604F,05/26/2017,05/26/2017
2746,8866,"MFG# P1205204C

Model # could be RCB36A24",05/26/2017,05/26/2017
2799,5883,MGF# P1208704F,05/26/2017,05/26/2017
2832,6141,6908M110312841,05/26/2017,05/26/2017
2849,5981,"Filter size: Small
Nozzle size: 85 - 80A",05/26/2017,05/26/2017
2874,6106,6.62E+11,05/26/2017,05/26/2017
2891,15846,This product was purchased thru Trane Supply,05/26/2017,05/26/2017
2901,6100,Mfg # P1242103F,05/26/2017,05/26/2017
2901,7282,Order # 7 703 331 896,05/26/2017,05/26/2017
2902,6103,"Mfg # P1229107F
PIC # 1204010305",05/26/2017,05/26/2017
2908,6120,P1203910C,05/26/2017,05/26/2017
2908,6121,P1241804F,05/26/2017,05/26/2017
2908,6123,P1223310C,05/26/2017,05/26/2017
2913,6131,"Originally coil model & serial #
Mod#  CHA24TSC
Ser# 9907207791
Replaced 5/22/06 due to unknown leak.",05/26/2017,05/26/2017
2951,6375,jeansand@juno.com,05/26/2017,05/26/2017
3003,6391,6.62E+11,05/26/2017,05/26/2017
3003,6392,6.62E+11,05/26/2017,05/26/2017
3014,6412,6.62E+11,05/26/2017,05/26/2017
3017,6424,4/20/07  Original unit replaced due to a manufacturer flaw in the refrigeration line.  Dale gave us a new unit to replace it.,05/26/2017,05/26/2017
3021,6543,6.62E+11,05/26/2017,05/26/2017
3033,6532,6.62E+11,05/26/2017,05/26/2017
3036,6471,10 KW,05/26/2017,05/26/2017
3045,6663,6.62E+11,05/26/2017,05/26/2017
3049,6503,"Lowboy, Installed 1996",05/26/2017,05/26/2017
3056,9682,Original unit installed 5/22/08.  No lemon warranty.,05/26/2017,05/26/2017
3060,11092,"Product # C7227512-12400

Warranty:
12 year heat exchanger
5 year parts",05/26/2017,05/26/2017
3063,6557,6.62E+11,05/26/2017,05/26/2017
3076,6593,MFG# P96521-T0F,05/26/2017,05/26/2017
3082,6603,6.62E+11,05/26/2017,05/26/2017
3082,6604,6.62E+11,05/26/2017,05/26/2017
3082,6605,6.62E+11,05/26/2017,05/26/2017
3082,6606,6.62E+11,05/26/2017,05/26/2017
3112,8660,Product # 398AAW048100AEBA,05/26/2017,05/26/2017
3132,6697,Product # 320AAZ060100AAKA,05/26/2017,05/26/2017
3155,6747,Series 100,05/26/2017,05/26/2017
3186,9221,"We installed a new coil to the existing air handler at the time the outdoor unit was installed, 1/5/2005",05/26/2017,05/26/2017
3188,6815,Prod # 394HAD036085AAJA,05/26/2017,05/26/2017
3248,6932,Mrs. Brentzel's son had another furnace installed while she was away.  We had found the crack in her original furnace.  She still wants us to come yearly to service.,05/26/2017,05/26/2017
3251,6940,"Air conditioner failed upon start up.  Replaced entire unit.
Old unit serial number was 4503XAC5F.",05/26/2017,05/26/2017
3251,6943,Johnstone Supply #L41-823 $179.55 8/21/12,05/26/2017,05/26/2017
3282,6998,Johnson Ignition Control G776RGD-11,05/26/2017,05/26/2017
3296,10593,"Product # 58MVP080-14114
Series 140",05/26/2017,05/26/2017
3331,10082,"Prod# 58WAV111-12112
Series 120",05/26/2017,05/26/2017
3347,9035,"Unit was replaced under the ""No Lemon"" policy.  The compressor was bad on the unit.  
Original model # GSC130241
Original serial # 0707473697",05/26/2017,05/26/2017
3366,7287,No programmable digital.,05/26/2017,05/26/2017
3380,11585,Manufactured in 1999,05/26/2017,05/26/2017
3394,7980,"5/29/08   Having furnace trouble, Scott and Paul went, found inducer stuck.  Moved shaft worked fine.  Did give a cost of 302.25 to replace (217.25 (ignitor and inducer) and 85 for labor.",05/26/2017,05/26/2017
3408,7431,Digital non-programmable  $85.00,05/26/2017,05/26/2017
3437,11090,"Product # C7227512-12400

Warranty: 12 year tank
5 year parts",05/26/2017,05/26/2017
3452,13105,This unit is located to the right of the back door into their lounge.,05/26/2017,05/26/2017
3469,7588,P1256809F   p number,05/26/2017,05/26/2017
3482,7618,Series: PWB-6D,05/26/2017,05/26/2017
3499,8422,This thermostat is for a second furnace.  10/23/06,05/26/2017,05/26/2017
3516,7691,131 Alwine.,05/26/2017,05/26/2017
3516,7692,133 Alwine,05/26/2017,05/26/2017
3601,7854,"1-3-15 Steve had good due to no heat, thought ignition board might be failing  Honeywell s890G hot surface ignition control now.",05/26/2017,05/26/2017
3619,11115,"Product # C7227512-12400

Warranty: 12 year parts
5 year heat exchanger",05/26/2017,05/26/2017
3698,8068,"AFG
Serial# 050912-70304",05/26/2017,05/26/2017
3707,8104,"Originally installed a GSC130241C, Serial # 0512222967 on 6/14/06.  Replaced it with a GSC130301 because it may have been undersized.",05/26/2017,05/26/2017
3725,10346,This furnace is for the original part of the home.,05/26/2017,05/26/2017
3738,10086,"NU Way White Rodgers oil Burner
Model FS-1-09
Serial 772-7957",05/26/2017,05/26/2017
3776,8320,"Original coil that was installed Mod# RXC037S3HPD0
Ser# 441414A56",05/26/2017,05/26/2017
3788,8351,342-96-E,05/26/2017,05/26/2017
3797,9915,This was changed from the Aprilaire 2stg stat due to the furnace short cycling.,05/26/2017,05/26/2017
3842,8473,"2/11/08  Replaced board and collector box cover  po#39-08
                SCES0110057-02 board
                311213-405  collector box",05/26/2017,05/26/2017
3863,8751,2nd Floor Unit,05/26/2017,05/26/2017
3863,8763,Downstairs unit,05/26/2017,05/26/2017
3863,10311,Downstairs outdoor unit replaced under NO LEMON.,05/26/2017,05/26/2017
3864,9047,Homeowner purchased this unit himself and we installed it.,05/26/2017,05/26/2017
3875,8543,Honeywell Board:  S86F  867 769434,05/26/2017,05/26/2017
3912,8620,"AFEVC
serial # 021001-56967
oil burner # PI-100001",05/26/2017,05/26/2017
3988,8745,"Unit originally installed was faulty.  The model and serial numbers for the original unit were:
Mod# GSH130301
Ser# 0609036025",05/26/2017,05/26/2017
3995,8774,Jeff bought this furnace for his garage.  This furnace was the one taken out of Mrs. Yates (Beech Street) home.  $350,05/26/2017,05/26/2017
3996,8776,This furnace is for their separate garage.,05/26/2017,05/26/2017
4016,8861,"Original unit installed with furnace was replaced with a larger sized unit.  The original unit Mod # SSX140241
Ser# 0703540580",05/26/2017,05/26/2017
4032,8916,6.62E+11,05/26/2017,05/26/2017
4032,8917,6.62E+11,05/26/2017,05/26/2017
4032,8918,6.62E+11,05/26/2017,05/26/2017
4035,16114,SFTHATSWIFI  Key; skyport wifi key for touch screen,05/26/2017,05/26/2017
4061,9158,Product #398AAW036080AFJA,05/26/2017,05/26/2017
4125,10822,Product # 58WAV075-101C,05/26/2017,05/26/2017
4130,9193,Furnace is 80%.,05/26/2017,05/26/2017
4205,9644,Unit is a used 6 month old unit.  9 1/2 years left on warranty.,05/26/2017,05/26/2017
4218,13664,2-16x25x1 air filters,05/26/2017,05/26/2017
4218,13666,2-16x25x1 air filters,05/26/2017,05/26/2017
4237,11639,Jim Duffy's wifes place 2nd floor first door on right.,05/26/2017,05/26/2017
4289,9547,Mfg 01/88,05/26/2017,05/26/2017
4307,11520,"566771
42,000 btu
gas nat
Rheem FVIR PV",05/26/2017,05/26/2017
4313,9614,Mfg # P1256703F,05/26/2017,05/26/2017
4425,11150,Manufacturing # NCA5030QKB1,05/26/2017,05/26/2017
4431,10023,"CAPF3131B6
0807708604",05/26/2017,05/26/2017
4468,10335,"10 year parts warranty.
If looking at the front of home, this furnace is to the right.",05/26/2017,05/26/2017
4468,10336,"10 year parts warranty.
If looking at the front of the home, this furnace is to the left.",05/26/2017,05/26/2017
4516,10183,This furnace does an addition in the home.,05/26/2017,05/26/2017
4529,10937,Part Number 64X36,05/26/2017,05/26/2017
4563,11078,"The previous furnace's heat exchanger failed and was unavailable to replace. Eastern supplied a new furnace, at no cost to the customer, in place of the old furnace. It given with no warranty.",05/26/2017,05/26/2017
4591,10337,10 year parts warranty.,05/26/2017,05/26/2017
4598,10358,New oil filter and expansion tank.,05/26/2017,05/26/2017
4629,10445,6.62E+11,05/26/2017,05/26/2017
4634,10453,8-22-02 Serviced and added 2 LB R-22,05/26/2017,05/26/2017
4644,10727,"Product # C7230512-12400
Serial # 953081000536
Model # ODW-199A

*this unit was replaced by a ODW-120 on 3/18/10. the current model & serial are that of the new unit
Product # C7227512-12400

12 year heat exchanger
5 year parts",05/26/2017,05/26/2017
4669,10561,"Old Model # ASX180361
Old Serial # 0806223755",05/26/2017,05/26/2017
4709,10698,"2-12x20x1 filters
8-20x25x1 filters
2-16x25x1 filters",05/26/2017,05/26/2017
4719,12254,4-16x20x2 filters,05/26/2017,05/26/2017
4791,10892,"Peirce Phelps Tempstar Supplier
United refrigeration was also able to get parts for this!",05/26/2017,05/26/2017
4801,10911,P1106302F,05/26/2017,05/26/2017
4845,10984,"Model: 2821302S
Serial: 0910153377
Heat Exchanger - installed 1/15/10
Scott",05/26/2017,05/26/2017
4846,10988,"Oil Burner:
Model Number: WL6202
Customer Part Number: 386-700-392
Production Line: 5011 009101599742",05/26/2017,05/26/2017
4860,11016,Product Number: 394GAW036100 ADEA,05/26/2017,05/26/2017
4889,11722,"Tubular heat exchanger, spark ignition.",05/26/2017,05/26/2017
4904,11106,Model Number is either ELD or ELO - cannot tell.,05/26/2017,05/26/2017
4909,11128,We did not Install,05/26/2017,05/26/2017
4909,11129,We did not install,05/26/2017,05/26/2017
4922,11223,Lifetime Heat Exchanger Warranty,05/26/2017,05/26/2017
4922,11225,10 Year Compressor Warranty,05/26/2017,05/26/2017
4974,15103,1-year compressor,05/26/2017,05/26/2017
5028,11752,Unit replaced due to continuous issues. 4/6/11,05/26/2017,05/26/2017
5109,11884,MFG# NCH3018QKA1,05/26/2017,05/26/2017
5187,11802,Product # 58PAV090-18114,05/26/2017,05/26/2017
5210,11872,Replacement bulb #46365402,05/26/2017,05/26/2017
5210,11873,Filter # 255649-002C,05/26/2017,05/26/2017
5259,12011,This is a thru the wall unit.,05/26/2017,05/26/2017
5269,12048,Mfg. Number 0270F00328,05/26/2017,05/26/2017
5464,12664,Manufacturer # P1256809F,05/26/2017,05/26/2017
5548,15740,We only used the coil not the case.  We kept his original air handler.,05/26/2017,05/26/2017
5684,14074,"Wayne Burner MSR
Dongan Oil Transformer LJH-90A",05/26/2017,05/26/2017
5716,13519,Has the Beckett Genisys Control 7505BU,05/26/2017,05/26/2017
5832,13842,This unit has a Honeywell Smart Valve #SV9541M2094 with the mini honeywell ignitor.,05/26/2017,05/26/2017
5958,15322,Aprilaire 600 Automatic with digital humidistate and outdoor temperature control,05/26/2017,05/26/2017
5979,14679,This furnace has been converted to use a 120v ignitor (#IGN00152),05/26/2017,05/26/2017
6119,14674,Pump # A2VA-7116 r.h. rotation 3450 rpm,05/26/2017,05/26/2017
6211,14877,Installed by Scott and Zeb,05/26/2017,05/26/2017
6426,15659,"4-25x25x2
2-16x25x2",05/26/2017,05/26/2017
6426,15660,"3-20x25x2
1-15x25x2",05/26/2017,05/26/2017
6432,15482,"4- Honeywell Zone Valves
4-Aprilaire Digital Non Programmable Thermostats",05/26/2017,05/26/2017
6515,15654,P1256809F,05/26/2017,05/26/2017
6578,15829,P1207604F,05/26/2017,05/26/2017
