cust_id,equip_id,csa1,serial,model,manufacturer,product_type,date_installed,last_service_date,recommended_service,next_service_date,equipment_notes,warranty_policy,extended,warranty_length,warranty_type,expiration_date,warranty_notes,hide,created_at,updated_at
4780,14318,,,20x25x1,,Air Filter,,06/27/2013,12,06/27/2014,,,0,,,,,0,05/24/2017,05/24/2017
5982,14319,,,,,Air Condiioner,,07/15/2013,12,07/15/2014,,,0,,,,,0,05/24/2017,05/24/2017
5700,14320,,,,,Air Conditioner,,07/17/2013,12,07/17/2014,,,0,,,,,0,05/24/2017,05/24/2017
4791,14323,,E051110485,NAC036AKC3,ICP,Air Conditioner,,08/03/2015,12,08/03/2016,,,0,,,,,0,05/24/2017,05/24/2017
3033,14324,118A,1305009958,ASX130301,Amana,Air Conditioner,07/24/2013,06/06/2016,12,06/06/2017,,,0,10 Year,Parts,07/24/2023,,0,05/24/2017,05/24/2017
3033,14325,,1304758648,CAUF3030C6,Amana,Uncased Coil,07/24/2013,07/24/2013,12,07/24/2014,,,0,10 Year,Parts,07/24/2023,,0,05/24/2017,05/24/2017
5441,14326,,,8600,AprilAire,Programmable Touchscreen Therm,07/22/2013,07/22/2013,12,07/22/2014,,Second Floor,0,,,,,0,05/24/2017,05/24/2017
5441,14327,,,8600,AprilAire,Programmable Stat,07/22/2013,07/22/2013,0,07/22/2013,,Whole House,0,,,,,0,05/24/2017,05/24/2017
5441,14328,,1304022919,AMVC950704CX,Amana,Furnace,07/22/2013,07/02/2015,12,07/02/2016,,,0,10 Year,Parts & Labor,07/20/2023,,0,05/24/2017,05/24/2017
5441,14329,,1305149708,ASX160361,Amana,Air Conditioner,07/22/2013,07/02/2015,12,07/02/2016,,,0,10 Year,Parts & Labor,07/22/2023,,0,05/24/2017,05/24/2017
5441,14330,,1304178549,CAPF3743C6,Amana,Cased Coil,07/22/2013,07/22/2013,12,07/22/2014,,,0,10 Year,Parts & Labor,07/22/2023,,0,05/24/2017,05/24/2017
5441,14331,,,2410,AprilAire,Air Cleaner,07/22/2013,11/02/2016,12,11/02/2017,,,0,,,,,0,05/24/2017,05/24/2017
5441,14332,,,800,AprilAire,Steam Humidifier,07/22/2013,07/22/2013,12,07/22/2014,,,0,,,,,0,05/24/2017,05/24/2017
5441,14333,,,TXV-42,,Expansion Valve,07/22/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5441,14334,,,8600,Aprilaire Programmable Touchscreen Thermostat,,07/22/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5984,14335,,1306694634,ASX130301,Amana,Air Condtioner,07/12/2013,05/25/2016,12,05/25/2017,,,0,10 Year,Parts,07/10/2023,,0,05/24/2017,05/24/2017
5984,14336,,1305037986,CAPF3030C6,Amana,Cased Coil,07/12/2013,07/12/2013,12,07/12/2014,,,0,10 Year,Parts,07/12/2023,,0,05/24/2017,05/24/2017
2305,14338,,1305149709,ASX160361,Amana,Air Conditioner,07/16/2013,07/16/2013,12,07/16/2014,,,0,10 Year,Parts,07/16/2023,,0,05/24/2017,05/24/2017
2305,14339,,1305515437,CAPF3743D6,Amana,Cased Coil,07/16/2013,07/16/2013,12,07/16/2014,,,0,10 Year,Parts,07/16/2023,,0,05/24/2017,05/24/2017
5007,14340,,1302102162,AMH950453BX,Amana,Furnace,07/15/2013,07/15/2013,12,07/15/2014,,,0,10 Year,Parts,07/15/2023,,0,05/24/2017,05/24/2017
5007,14341,,1305713995,ASX160181,Amana,Air Condtioner,07/15/2013,07/15/2013,12,07/15/2014,,,0,10 Year,Parts,07/15/2023,,0,05/24/2017,05/24/2017
5007,14342,,1209664700,CAPF3131B6,Amana,Cased Coil,07/15/2013,07/15/2013,12,07/15/2014,,,0,10 Year,Parts,07/15/2013,,0,05/24/2017,05/24/2017
5007,14343,,,8476,AprilAire,Programmable Thermostat,,07/15/2013,12,07/15/2014,,,0,,,,,0,05/24/2017,05/24/2017
5007,14344,,,TXV-30,,Expansion Valve,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5985,14345,,2004751T,MUZ-FE12NA-1,Mitsubishi,Ductless Heat Pump System,08/01/2013,10/03/2016,12,10/03/2017,,Outdoor Model  (7 year compressor),0,5 Year,Parts,07/31/2018,,0,05/24/2017,05/24/2017
5985,14346,,3000009T,MSZ-FE12NA-8,Mitsubishi,Ductless Heat Pump System,08/01/2013,10/03/2016,12,10/03/2017,,Indoor Model  (7 yr compressor),0,5 Year,Parts,08/01/2018,,0,05/24/2017,05/24/2017
2551,14347,,,,,Air Conditioner,,07/22/2013,12,07/22/2014,,,0,,,,,0,05/24/2017,05/24/2017
5986,14348,,5883J07989,G14Q3-60-2,Lenox,Furnace,,07/10/2013,12,07/10/2014,,,0,,,,,0,05/24/2017,05/24/2017
1584,14349,,,,,Air Conditioner,,07/19/2013,12,07/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
4820,14350,,,16 x 25 x 1,,Filter,,07/25/2013,12,07/25/2014,,,0,,,,,0,05/24/2017,05/24/2017
4580,14351,,,,,Air Condtioner,,06/12/2015,12,06/12/2016,,,0,,,,,0,05/24/2017,05/24/2017
4427,14352,,,2400,Aprilaire,Filter,,07/25/2013,12,07/25/2014,,,0,,,,,0,05/24/2017,05/24/2017
5987,14353,,,,,Air Conditioner,,07/25/2013,12,07/25/2014,,,0,,,,,0,05/24/2017,05/24/2017
5988,14354,,,,Honeywell,Filter,,06/24/2013,12,06/24/2014,,,0,,,,,0,05/24/2017,05/24/2017
1515,14355,,,16x25,Honeywell,Filter,,07/14/2016,12,07/14/2017,,,0,,,,,0,05/24/2017,05/24/2017
5443,14356,,,REMOVED,,Air Conditioner,,06/10/2013,12,06/10/2014,,,0,,,,,0,05/24/2017,05/24/2017
5989,14357,,,#413,AprilAire,Filter,,02/20/2017,12,02/20/2018,,,0,,,,,0,05/24/2017,05/24/2017
5558,14358,,,8448,Aprilaire,Thermostat,05/09/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5990,14359,,,#201,AprilAire,Filter,,04/29/2013,12,04/29/2014,,,0,,,,,0,05/24/2017,05/24/2017
4496,14360,,,,,Electric Hot water Tank,,04/05/2013,0,04/05/2013,,,0,,,,,0,05/24/2017,05/24/2017
5991,14361,,42945RS5F,2TTR1030A1000AA,Trane,Air Conditioner,,08/05/2013,12,08/05/2014,,,0,,,,,0,05/24/2017,05/24/2017
4644,14362,,,,Rudd,Air Conditioner,,09/28/2016,12,09/28/2017,,Existing house,0,,,,,0,05/24/2017,05/24/2017
3585,14363,409A,910507930,CL24-1EB,Goodman,Air Conditioner,,08/07/2015,12,08/07/2016,,,0,,,,,0,05/24/2017,05/24/2017
3585,14364,,,8448,AprilAire,Non Programmable Thermostate,08/01/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5992,14365,,0606304538,CRT-361A,Amana,Air Conditioner,,07/30/2014,12,07/30/2015,,,0,,,,,0,05/24/2017,05/24/2017
5993,14366,,0603763718,GMH80453ANAA,Goodman,Furnace,09/13/2007,11/20/2015,12,11/20/2016,,,0,,,,,0,05/24/2017,05/24/2017
5995,14368,,0802155402,GSH130301,Goodman,Air Condtioner,04/21/2008,08/14/2009,12,08/14/2010,,,0,,,,,0,05/24/2017,05/24/2017
5996,14369,,0502101367,CKL24-1L,Goodman,Air Conditioner,05/13/2005,05/08/2008,12,05/08/2009,,,0,,,,,0,05/24/2017,05/24/2017
5997,14370,,,,,Air Conditioning,,07/23/2013,12,07/23/2014,,,0,,,,,0,05/24/2017,05/24/2017
5998,14371,,501,5000,AprilAire,Filter,,07/09/2013,12,07/09/2014,,,0,,,,,0,05/24/2017,05/24/2017
5999,14372,,DU217440107X,C24ABD1V,Fedders,Air Conditioner,,08/15/2016,12,08/15/2017,,,0,,,,,0,05/24/2017,05/24/2017
2010,14373,,,,,Air Conditioner,,07/27/2016,12,07/27/2017,,,0,,,,,0,05/24/2017,05/24/2017
2890,14374,,,413,AprilAire,Filter,,07/18/2013,12,07/18/2014,,,0,,,,,0,05/24/2017,05/24/2017
4218,14375,,,16x25x1,,Air Filters,,02/17/2017,12,02/17/2018,,,0,,,,,0,05/24/2017,05/24/2017
6000,14376,,,,,Air Conditioner,,06/25/2013,12,06/25/2014,,,0,,,,,0,05/24/2017,05/24/2017
6001,14377,,,,,Air Condtioner,,06/25/2013,12,06/25/2014,,,0,,,,,0,05/24/2017,05/24/2017
6002,14378,,,,,Air Conditioner,,05/29/2015,12,05/29/2016,,,0,,,,,0,05/24/2017,05/24/2017
3254,14380,,2396E10707,561CJX036000ADAA,,Air  Conditioner,,08/07/2013,12,08/07/2014,,,0,,,,,0,05/24/2017,05/24/2017
4268,14381,,L885015063,NUGG075DF02,Tempstar,Furnace,,08/07/2013,12,08/07/2014,,Apt. 1,0,,,,,0,05/24/2017,05/24/2017
4268,14382,,L885015052,NUGG075DF02,,Gas Furnace,,08/07/2013,12,08/07/2014,,Apt 2,0,,,,,0,05/24/2017,05/24/2017
4268,14383,,,,,Gas Furnace,,08/07/2013,12,08/07/2014,,Apt. 3,0,,,,,0,05/24/2017,05/24/2017
4268,14384,,L885014975,NUGG075DF02,HQCO,Furnace,,08/07/2013,12,08/07/2014,,Apt. 4,0,,,,,0,05/24/2017,05/24/2017
5981,14385,,W121308508,RCFL-HM3617CC,,Coil,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5984,14386,442F,1012629062,GMH950904CXAD,Goodman,Gas Furnace,09/02/2011,09/29/2016,12,09/29/2017,,We did not install this.,0,5 Year,Parts,09/02/2016,,0,05/24/2017,05/24/2017
5877,14387,,,,,Log fire place,,08/13/2013,12,08/13/2014,,,0,,,,,0,05/24/2017,05/24/2017
6003,14388,,,,,Furnace,,03/18/2013,12,03/18/2014,,,0,,,,,0,05/24/2017,05/24/2017
6004,14389,,1 10237,58SE125-3,Carrier,Furnace,,08/19/2013,12,08/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
3613,14390,,,,,Air Conditioner,,08/09/2013,12,08/09/2014,,,0,,,,,0,05/24/2017,05/24/2017
6005,14391,,5428M060212181,UAKA-030JAZ,Ruud,Air Conditioner,,05/16/2014,12,05/16/2015,,,0,,,,,0,05/24/2017,05/24/2017
3226,14392,,1304022918,AMVC950704CX,Amana,Furnace,08/14/2013,08/14/2013,12,08/14/2014,,,0,10 Year,Parts,08/12/2023,,0,05/24/2017,05/24/2017
3226,14393,,1307225544,ASXC160361,Amana,Air Conditioner,08/14/2013,08/14/2013,12,08/14/2014,,,0,10 Year,Parts,08/14/2023,,0,05/24/2017,05/24/2017
3226,14394,,1304178547,CAPF3743C6,Amana,Cased Coil,08/14/2013,08/14/2013,12,08/14/2014,,,0,10 Year,Parts,08/14/2023,,0,05/24/2017,05/24/2017
6006,14395,,9401076058,CK36-1,Janitrol,Air Condtioner,,08/20/2013,12,08/20/2014,,,0,,,,,0,05/24/2017,05/24/2017
6007,14396,,3282NP87G,CUCO80A942A5,American Standard,Furnace,,08/19/2013,12,08/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
6007,14397,,328278FSF,2A7B0030A 1000AA,American Standard,Air Conditioner,,08/19/2013,12,08/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
6004,14398,,,2200,AprilAire,Air Cleaner,,08/19/2013,12,08/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
6008,14399,,5893K56155,G26Q3-75-1,Lennox,Gas Furnace,,02/10/2017,12,02/10/2018,,,0,,,,,0,05/24/2017,05/24/2017
240,14400,,,,Trane,Comfort Control Thermostat,08/20/2013,08/20/2013,,08/20/2013,,,0,,,,,0,05/24/2017,05/24/2017
6009,14401,,,,,Furnace,,07/21/2016,12,07/21/2017,,,0,,,,,0,05/24/2017,05/24/2017
6010,14402,200F,5907L22230,G43UF-48C-090-08,Lennox,Furnace,,10/26/2015,12,10/26/2016,,,0,,,,,0,05/24/2017,05/24/2017
6010,14403,200A,5807l20118,13acx-036-230-01,Lennox,Air Conditioner,,05/23/2016,12,05/23/2017,,,0,,,,,0,05/24/2017,05/24/2017
3913,14404,,,,,Air Condtioner,,08/16/2013,12,08/16/2014,,,0,,,,,0,05/24/2017,05/24/2017
6011,14405,,WGMM052150,P3URC14N09501E,York,Gas Furnace,,08/21/2013,12,08/21/2014,,,0,,,,,0,05/24/2017,05/24/2017
6008,14406,,5193J13271,HS23-311-2P,Lennox,Air Conditioner,,06/22/2016,12,06/22/2017,,,0,,,,,0,05/24/2017,05/24/2017
5200,14407,,0703133663,GSC130301AD,Goodman,Air Conditioner,,08/29/2013,12,08/29/2014,,,0,,,,,0,05/24/2017,05/24/2017
6013,14409,,,,,Gas boiler,,08/26/2013,12,08/26/2014,,,0,,,,,0,05/24/2017,05/24/2017
6014,14410,,2392E04509,5930CJ024-B,Bryant,Air Conditioner,,08/28/2013,12,08/28/2014,,,0,,,,,0,05/24/2017,05/24/2017
6015,14411,,,,Ducane,Oil Furnace,,10/25/2016,12,10/25/2017,,,0,,,,,0,05/24/2017,05/24/2017
6015,14412,,,,,Air Conditioner,,08/04/2016,12,08/04/2017,,,0,,,,,0,05/24/2017,05/24/2017
4383,14413,235F,1307187357,AMH95070BX,Amana,Funrace,08/22/2013,03/21/2016,12,03/21/2017,,,0,10 Year,Parts,08/20/2023,,0,05/24/2017,05/24/2017
4383,14414,235A,1307287203,ASX130301,Amana,Air Conditioner,08/22/2013,08/22/2013,12,08/22/2014,,,0,10 Year,Parts,08/22/2023,,0,05/24/2017,05/24/2017
4383,14415,,1307363309,CAPF3030B6,Amana,Cased Coil,08/22/2013,08/22/2013,12,08/22/2014,,,0,10 Year,Parts,08/22/2023,,0,05/24/2017,05/24/2017
4383,14416,,,8448,AprilAire,Non Programmable Thermostate,08/22/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
4383,14417,,,,Rheem,Hot Water Tank,08/22/2013,,0,,,,0,,6 Year,,,0,05/24/2017,05/24/2017
6016,14418,,REMOVED  1306028631,ASZC160361AE,Amana,Heat Pump,08/27/2013,02/08/2016,12,02/08/2017,,PA1393508893,0,10 Year,Parts & Labor,08/25/2023,,0,05/24/2017,05/24/2017
6016,14419,,1306703311,AVPTC48D14,Amana,Air Handler,08/27/2013,07/15/2014,12,07/15/2015,,PA1393508893,0,10 Year,Parts & Labor,08/27/2023,,0,05/24/2017,05/24/2017
6016,14420,,1307923840,HKSC20DBAA,Amana,Heater Kit,08/27/2013,08/27/2013,12,08/27/2014,,,0,,,,,0,05/24/2017,05/24/2017
6016,14421,,1HD-1295,CTK02BB,Comfort Net,Thermostat,08/27/2013,08/27/2013,0,08/27/2013,,,0,,,,,0,05/24/2017,05/24/2017
6017,14422,,1306040156,GKS90703BX,Goodman,Furnace,08/15/2013,08/15/2013,12,08/15/2014,,512 Main Street-2nd floor,0,10 Year,Parts,08/13/2023,,0,05/24/2017,05/24/2017
6017,14423,,1306240019,GSX130301,Goodman,Air Conditioner,08/15/2013,08/15/2013,12,08/15/2014,,512 Main Street-2nd floor,0,10 Year,Parts,08/15/2023,,0,05/24/2017,05/24/2017
6017,14424,,1307104721,CAPF3030B6,Goodman,Cased Coil,08/15/2013,08/15/2013,12,08/15/2014,,512 Main Street-2nd floor,0,10 Year,Parts,08/15/2023,,0,05/24/2017,05/24/2017
6017,14425,,1306040150,GKS90703BX,Goodman,Furnace,08/09/2013,08/09/2013,12,08/09/2014,,Cheesecake Caf�-1st floor,0,10 Year,Parts,08/09/2023,,0,05/24/2017,05/24/2017
6017,14426,,1306675256,GSX130361,Goodman,Air Conditioner,08/09/2013,08/09/2013,12,08/09/2014,,Cheesecake Caf�-1st floor,0,10 Year,Parts,08/09/2023,,0,05/24/2017,05/24/2017
6017,14427,,1303044431,CAPF3636B6,Goodman,Cased Coil,08/09/2013,08/09/2013,12,08/09/2014,,Cheesecake Caf�-1st floor,0,10 Year,Parts,08/09/2023,,0,05/24/2017,05/24/2017
6017,14428,,,8448,AprilAire,Thermostat,,,0,,,Cheesecake Caf�-1st floor,0,,,,,0,05/24/2017,05/24/2017
732,14429,,1307090723,ASX160241,Amana,Air Conditioner,08/28/2013,08/28/2013,12,08/28/2014,,,0,10 Year,Parts,08/28/2023,,0,05/24/2017,05/24/2017
732,14430,,1304231232,CAPF3636B6,Amana,Cased Coil,08/28/2013,08/28/2013,12,08/28/2014,,,0,10 Year,Parts,08/28/2023,,0,05/24/2017,05/24/2017
744,14431,,1307016045,ASX130241,Amana,Air Condtioner,08/19/2013,09/16/2014,12,09/16/2015,,,0,10 Year,Parts,08/19/2023,,0,05/24/2017,05/24/2017
744,14432,,1306157896,CAUF,Amana,Uncased Coil,08/19/2013,08/19/2013,12,08/19/2014,,,0,10 Year,Parts,08/19/2023,,0,05/24/2017,05/24/2017
5474,14433,,2502460102,ACL0B36-B,Ducane,Air Conditoner,,09/03/2013,12,09/03/2014,,,0,,,,,0,05/24/2017,05/24/2017
4461,14434,,,,,Air Conditioner,,04/11/2013,12,04/11/2014,,,0,,,,,0,05/24/2017,05/24/2017
6018,14435,442A,,,,Furnace,,08/29/2013,12,08/29/2014,,,0,,,,,0,05/24/2017,05/24/2017
6018,14436,,,16X 25,Honeywell,Filter,,,12,,,,0,,,,,0,05/24/2017,05/24/2017
6018,14437,,,,,Fireplace,,08/29/2013,12,08/29/2014,,,0,,,,,0,05/24/2017,05/24/2017
6019,14438,,,,,Air Conditioner,,07/18/2013,12,07/18/2014,,,0,,,,,0,05/24/2017,05/24/2017
4038,14439,,,,,Furnace,,08/15/2013,12,08/15/2014,,,0,,,,,0,05/24/2017,05/24/2017
6020,14440,,0904764641,G8C130481AG,Amana Distinctions,Air Conditioner,,09/09/2013,12,09/09/2014,,,0,,,,,0,05/24/2017,05/24/2017
6021,14441,,0710142138,GKS90904CXAE,Goodman,Gas Furnace,,09/23/2016,12,09/23/2017,,,0,,,,,0,05/24/2017,05/24/2017
6021,14442,,0806047033,GSC130361DF,Goodman,Air Conditioner,,07/26/2016,12,07/26/2017,,,0,,,,,0,05/24/2017,05/24/2017
4235,14443,,,,,Air Conditioner,,07/13/2016,12,07/13/2017,,,0,,,,,0,05/24/2017,05/24/2017
5915,14445,,,,,Furnace,,09/10/2013,12,09/10/2014,,,0,,,,,0,05/24/2017,05/24/2017
2661,14446,,1201103407,GMH950703BX,Goodman,Furnace,01/26/2012,01/07/2016,12,01/07/2017,,,0,10 Year,Parts,01/26/2022,,0,05/24/2017,05/24/2017
130,14447,,1307204619,ASX130361,Amana,Air Conditioner,09/09/2013,09/09/2013,12,09/09/2014,,,0,10 Year,Parts,09/09/2023,,0,05/24/2017,05/24/2017
130,14448,,1308717172,CAPF3636C6,Amana,Coil,09/09/2013,09/09/2013,12,09/09/2014,,,0,10 Year,Parts,09/09/2023,,0,05/24/2017,05/24/2017
601,14449,,,,,Air Conditioner,,06/02/2010,12,06/02/2011,,,0,,,,,0,05/24/2017,05/24/2017
601,14450,,1305063898,AMH950703BX,Amana,Furnace,09/12/2013,09/12/2013,12,09/12/2014,,,0,10 Year,Parts,09/12/2023,,0,05/24/2017,05/24/2017
601,14451,,,2410,AprilAire,Air Cleaner,09/12/2013,09/12/2013,12,09/12/2014,,,0,,,,,0,05/24/2017,05/24/2017
601,14452,,,8448,AprilAire,Non Programmable Thermostate,09/12/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
6023,14453,,1304237003,AMVC950704CX,Amana,Furnace,09/03/2013,06/18/2015,12,06/18/2016,,,0,10 Year,Parts,09/01/2023,,0,05/24/2017,05/24/2017
6023,14454,,1307093796,ASX160361,Amana,Air Conditioner,09/03/2013,06/18/2015,12,06/18/2016,,,0,10 Year,Parts,09/03/2023,,0,05/24/2017,05/24/2017
6023,14455,,1306664138,CAPF4860C6,Amana,Cased Coil,09/03/2013,09/03/2013,12,09/03/2014,,,0,10 Year,Parts,09/03/2013,,0,05/24/2017,05/24/2017
6023,14456,,,TXV-42,,Expansion Valve,09/03/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
6023,14457,,,20x25x1,,Filter,,09/03/2013,12,09/03/2014,,,0,,,,,0,05/24/2017,05/24/2017
6023,14458,,,8448,AprilAire,Non Programmable Thermostate,09/03/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
5270,14459,,,,Rheem,Gas Furnace,,09/20/2013,12,09/20/2014,,,0,,,,,0,05/24/2017,05/24/2017
6024,14460,,4,L-100,,Furnace,,09/19/2013,12,09/19/2014,,,0,,,,,0,05/24/2017,05/24/2017
6025,14461,,Rooftop,,,Air Conditoner,,07/28/2015,12,07/28/2016,,,0,,,,,0,05/24/2017,05/24/2017
5718,14462,222A,,,,Air Conditioner,,09/13/2013,12,09/13/2014,,,0,,,,,0,05/24/2017,05/24/2017
502,14463,,,,,Air Conditioner,,08/05/2013,12,08/05/2014,,,0,,,,,0,05/24/2017,05/24/2017
6027,14466,,,REMOVED,,Furnace,,09/16/2013,12,09/16/2014,,,0,,,,,0,05/24/2017,05/24/2017
6021,14467,,,700,AprilAire,Humidfier,,09/23/2016,12,09/23/2017,,,0,,,,,0,05/24/2017,05/24/2017
5535,14468,,1005A10387,PG9MAA048100AFKA,Payne,Furnace,,06/06/2016,12,06/06/2017,,,0,,,,,0,05/24/2017,05/24/2017
6029,14469,,401,,AprilAire,Filter,09/24/2013,,12,,,,0,,,,,0,05/24/2017,05/24/2017
6029,14470,,,FH-182,Aprilaire,Water Panel,,09/24/2013,12,09/24/2014,,,0,,,,,0,05/24/2017,05/24/2017
6030,14471,,H42213618,TWR024C100A1,TRANE,Heat Pump,,12/14/2016,12,12/14/2017,,,0,,,,,0,05/24/2017,05/24/2017
150,14472,,KJ18834481,MI403S6FBN,Bradfor White,Hot Water Tank,09/24/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
6017,14473,,1206034328,GKS90703BXAG,Goodman,Gas Furnace,11/28/2012,11/28/2012,12,11/28/2013,,510 Main Street Upstairs Apt.,0,10 Year,Parts,11/26/2022,,0,05/24/2017,05/24/2017
6017,14474,,0,8448,AprilAire,Thermostat,11/28/2012,,0,,,510 Main Street Upstairs Apt.,0,5 Year,Parts,11/27/2017,,0,05/24/2017,05/24/2017
2967,14475,,,8448,AprilAire,Non Programmable,09/27/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
2302,14476,,0,TTX,Trane,Heat Pump,,09/30/2013,12,09/30/2014,,,0,,,,,0,05/24/2017,05/24/2017
6031,14477,,,,,Gas Boiler,,12/19/2014,12,12/19/2015,,,0,,,,,0,05/24/2017,05/24/2017
5351,14478,,,8448,AprilAire,Non Programmable,09/26/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
4911,14479,,4204A11794,PG9MAA060100,Payne,Furnace,,07/10/2015,12,07/10/2016,,,0,,,,,0,05/24/2017,05/24/2017
6026,14480,,M02921579 BU5D302,UGED-07EMAGS,Ruud,Gas Furnace,,12/01/2014,12,12/01/2015,,,0,,,,,0,05/24/2017,05/24/2017
4107,14481,,,2200,AprilAire,Filter,,09/24/2013,12,09/24/2014,,,0,,,,,0,05/24/2017,05/24/2017
6032,14482,,L3931UW2G,TUD120C954H3,Trane,Furnace,,09/09/2013,12,09/09/2014,,,0,,,,,0,05/24/2017,05/24/2017
6033,14483,,,,,Furnace,,02/14/2017,12,02/14/2018,,,0,,,,,0,05/24/2017,05/24/2017
4037,14484,,5800C46528,HP29-036-1P,Lennox,Heat Pump,,11/06/2015,12,11/06/2016,,,0,,,,,0,05/24/2017,05/24/2017
5161,14485,,,,,Furnace,,09/25/2013,12,09/25/2014,,,0,,,,,0,05/24/2017,05/24/2017
6034,14486,,,,,Air Conditioner,,09/10/2013,12,09/10/2014,,,0,,,,,0,05/24/2017,05/24/2017
6035,14487,439F,GY5D302F210704860,90RS07EES01,Weather King Rheem,Furnace,,01/11/2016,12,01/11/2017,,,0,,,,,0,05/24/2017,05/24/2017
6035,14488,439A,,,,Air Conditoner,,08/03/2016,12,08/03/2017,,,0,,,,,0,05/24/2017,05/24/2017
6036,14489,,,,,Oil Furnace,,10/03/2013,12,10/03/2014,,,0,,,,,0,05/24/2017,05/24/2017
6037,14490,439-1F,GY5D302F210704860,90RS07EES01,Rheem,Furnace,,01/26/2017,12,01/26/2018,,,0,,,,,0,05/24/2017,05/24/2017
5446,14491,,1403415747,ASX160301FA,Amana,Air Conditioner,04/23/2014,08/12/2014,12,08/12/2015,,,0,10 Year,Parts,04/20/2024,,0,05/24/2017,05/24/2017
6039,14492,,HL5D702F380903576,UGRC-07EMAES,Rudd,Furnace,,10/08/2013,12,10/08/2014,,,0,,,,,0,05/24/2017,05/24/2017
340,14493,440A,1811X71946,PA13NAG24-B,Payne,Air Conditioner,,08/03/2016,12,08/03/2017,,MFD May 2011,0,,,,,0,05/24/2017,05/24/2017
5009,14494,,,,,Air Condtioner,,06/02/2014,12,06/02/2015,,,0,,,,,0,05/24/2017,05/24/2017
3317,14495,,1308102791,ASZ140421,Amana,Heat Pump,09/24/2013,09/24/2013,12,09/24/2014,,,0,10 Year,Parts,09/24/2023,,0,05/24/2017,05/24/2017
3317,14496,,1305139861,CAPF4860D6,Amana,Coil,09/24/2013,09/24/2013,12,09/24/2014,,,0,10 Year,Parts,09/24/2023,,0,05/24/2017,05/24/2017
3317,14497,,,8710,AprilAire,Wireless Thermostat,09/24/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
6040,14498,,1307129986,AMVC950704CX,Amana,Furnace,09/25/2013,04/16/2015,12,04/16/2016,,,0,10 Year,Parts,09/23/2023,,0,05/24/2017,05/24/2017
6040,14499,,,2410,AprilAire,Air Cleaner,09/25/2013,04/16/2015,12,04/16/2016,,,0,,,,,0,05/24/2017,05/24/2017
6040,14500,,,413,AprilAire,Filter,,01/18/2016,12,01/18/2017,,,0,,,,,0,05/24/2017,05/24/2017
6040,14501,,,8476,AprilAire,Progammable Thermostat,10/03/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
3099,14502,,1307129987,AMVC950704CX,Amana,Furnace,10/01/2013,12/16/2014,12,12/16/2015,,,0,10 Year,Parts & Labor,09/29/2023,,0,05/24/2017,05/24/2017
3099,14503,,1307093802,ASX160361,Amana,Air Conditioner,10/01/2013,10/01/2013,12,10/01/2014,,,0,10 Year,Parts & Labor,10/01/2023,,0,05/24/2017,05/24/2017
3099,14504,,1305058342,CAPF4860C6,Amana,Cased Coil,10/01/2013,10/01/2013,12,10/01/2014,,,0,10 Year,Parts & Labor,10/01/2023,,0,05/24/2017,05/24/2017
3099,14505,,#413,2410,AprilAire,Air Cleaner,10/01/2013,12/27/2016,12,12/27/2017,,,0,,,,,0,05/24/2017,05/24/2017
3099,14507,,,TXV-42,,Expansion Valve,10/01/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
2173,14508,,1307109603,AMH950453BX,Amana,Furnace,09/20/2013,09/20/2013,12,09/20/2014,,,0,10 Year,Parts,09/20/2023,,0,05/24/2017,05/24/2017
2173,14509,,1308116073,ASX130241,Amana,Air Conditioner,09/20/2013,09/20/2013,12,09/20/2014,,,0,10 Year,Parts,09/20/2023,,0,05/24/2017,05/24/2017
2173,14510,,1305139249,CAPF1824B6,Amana,Coil,09/20/2013,09/20/2013,12,09/20/2014,,,0,10 Year,Parts,09/20/2023,,0,05/24/2017,05/24/2017
6041,14511,,1305163613,GKS90703BX,Goodman,Furnace,09/13/2013,09/13/2013,12,09/13/2014,,,0,10 Year,Parts,09/11/2023,,0,05/24/2017,05/24/2017
6041,14512,,,8448,AprilAire,Non Programmable,09/13/2013,,0,,,,0,,,,,0,05/24/2017,05/24/2017
6007,14513,,3265PT15G,TXC031C4HPC0,American Standard,Coil,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
