call_id,equip_id,cust_id,serial,call_date,call_notes,created_at,updated_at
5991,3904,1951,L303SWG1G,12/30/2006,"No Heat: $150.00
Replace flame sensor $10.00
Scott",06/04/17,06/04/17
5992,769,307,D13536330,12/21/2006,"No Heat: $55.00
Replace curcuit board  $216.12
Bob/Scott",06/04/17,06/04/17
5993,3921,1963,,01/02/2007,"No Heat: $145.00
Replace nozzle & filter $15.00
Replace coupling $25.00
Scott",06/04/17,06/04/17
5994,4025,401,3202WC87G,12/29/2006,"Service furnace $80.00
Bob",06/04/17,06/04/17
5995,4029,401,16x25x4,12/29/2006,"Filter $40.00
Bob",06/04/17,06/04/17
5996,7599,401,,12/29/2006,"Waterpanel $15.00
Bob",06/04/17,06/04/17
5997,1224,501,J46504063,01/02/2007,"No Heat: $105.00
Replace ignitor $35.00
Service furnace
Bob",06/04/17,06/04/17
5998,906,367,R2136JS2G,12/29/2006,"Blower motor overheating.  Replace motor $105.00
Labor $80.00
Scott",06/04/17,06/04/17
6000,5296,2504,,12/31/2006,"Ignitor $45.00
Open shop on weekend $50.00
Scott",06/04/17,06/04/17
6001,6133,1790,9811147610,12/29/2006,"Service furnace $80.00
Bob",06/04/17,06/04/17
6002,8634,1790,,12/29/2006,"Waterpanel $13.00
Bob",06/04/17,06/04/17
6003,2182,865,,12/29/2006,"Filter $40.00
In Shop",06/04/17,06/04/17
6004,7588,3469,510796109,01/02/2007,"Service furnace
First year free
Bob",06/04/17,06/04/17
6005,7591,3469,,01/02/2007,"Filter $40.00
Bob",06/04/17,06/04/17
6006,6629,3092,,10/30/2006,"Service furnace $80.00
Bob",06/04/17,06/04/17
6007,8635,3918,,01/10/2007,"Service furnace $80.00
Replace thermocouple $15.00
Bob",06/04/17,06/04/17
6008,8636,3918,,01/10/2007,"Service air cleaner $35.00
Bob",06/04/17,06/04/17
6009,8637,3702,,01/03/2007,"No Heat: $105.00
Cleaned flame sensor, checked drain, furnace phase, hoses, flue pipes, wiring.  Furnace working ok.
Scott",06/04/17,06/04/17
6010,7809,3573,FK5D702F430513476,01/10/2007,"Service furnace
First year free
Bob",06/04/17,06/04/17
6011,539,219,20141XD1G,01/08/2007,"Furnace not working all the time.  Flame sensor very dirty.  Replaced (under warranty).  Checked ignitor, cleaned burners, check wiring, blower assembly, draft inducer.  Working ok.  $105.00
Bob",06/04/17,06/04/17
6012,229,94,H34543203,01/07/2007,"No Heat: Replace flame sensor $10.00
Replace ignitor $45.00
Service $105.00
Paul",06/04/17,06/04/17
6013,6892,2679,,01/10/2007,"Filter $40.00
Shop",06/04/17,06/04/17
6014,5770,1282,,01/08/2007,"Service furnace $95.00
Oil filter &  nozzle $15.00
Bob",06/04/17,06/04/17
6015,5771,1282,,01/08/2007,"Filter $45.00
Bob",06/04/17,06/04/17
6016,6747,3155,3092A01269,01/04/2007,"NO Heat: $105.00
Replace ignitor $35.00
Checked & cleaned flame sensor
Bob",06/04/17,06/04/17
6017,6747,3155,3092A01269,01/10/2007,"NO Heat: Main blower overheating and shutting off.  Replace blower motor & capacitor $98.50
Service $90.00
Paul",06/04/17,06/04/17
6018,8639,3716,,01/03/2007,"Service furnace $80.00
Replace ignitor $46.00
Bob",06/04/17,06/04/17
6019,8640,3919,,01/09/2007,"Furnace making loud bang when lighting.  Check furnace, heat exchanger ok.  Cleaned pilot assembly and crossover plate.  Cleaned burners (dirty).  Checked gas pressure.
Bob",06/04/17,06/04/17
6020,8641,3920,,01/10/2007,"No Heat: $105.00
2 wires needed replaced, wire terminals burnt.  Parts $3.00
Scott",06/04/17,06/04/17
6021,43,17,Z344YLD7G,01/04/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6022,1301,17,,01/04/2007,"Filter $45.00
Bob",06/04/17,06/04/17
6023,8642,3921,,01/09/2007,"NO Heat: $105.00
Replace combination gas valve $126.25
Replace thermocouple $15.00
Replace pilot assembly $44.25
Additional labor $160.00
Steve",06/04/17,06/04/17
6024,6628,3091,,12/11/2006,"Aquastat was bad and hard to order it.  Replace part $274.00
Labor (3 hrs) $240.00
Bob",06/04/17,06/04/17
6025,7005,2877,,01/09/2007,"No Heat: $80.00
Replace ignitor $95.00
Bob",06/04/17,06/04/17
6026,8643,1965,,01/08/2007,"Problem w/ furnace; gas not always staying on.  Flame sensor dirty-cleaned.  Checked ignitor, cleaned burners, check wiring, blower assembly, draft inducer.  
$105.00
Bob",06/04/17,06/04/17
6027,2732,1157,ELUM418290,01/03/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6029,5875,1543,,01/08/2007,"Service furnace $80.00
Replace belt $15.00
Bob",06/04/17,06/04/17
6030,8646,3924,,01/10/2007,"Service furnace $95.00
Oil filter & nozzle $15.00
Bob",06/04/17,06/04/17
6031,8647,3924,,01/10/2007,"Waterpanel $13.00
Bob",06/04/17,06/04/17
6032,5337,1837,,01/02/2007,"No Heat: $105.00
Replace flame sensor $19.25
Paul",06/04/17,06/04/17
6033,2599,1046,,01/03/2007,"Filter $50.00
Bob",06/04/17,06/04/17
6034,8598,3903,,01/05/2007,"Replace water pump motor with a used one  $50.00
Replace coupler $15.00
Labor $120.00
Bob",06/04/17,06/04/17
6036,3083,1374,,11/28/2006,"No Heat: Gas valve failed.  Replace valve, thermocouple, transformer.  Bled radiators and 4.5 hour labor $599.00
Bob, Scott",06/04/17,06/04/17
6037,2446,973,G24518388,01/09/2007,"Furnace making humming noise.  Transformer buzzing.  Replace transfomer.
Under warranty.
Bob",06/04/17,06/04/17
6038,5359,2544,,01/05/2007,"No Heat: $105.00
Burners won't stay on.  Flame sensor dirty.  Replace ignitor $35.00
Bob",06/04/17,06/04/17
6039,8589,3895,,01/16/2007,"Replace heat exchanger.  Part under warranty.  Labor $500.00
Scott/Bob",06/04/17,06/04/17
6040,8652,3926,,01/12/2007,"Service oil furnace $95.00
Oil filter & nozzle $15.00
Bob",06/04/17,06/04/17
6041,8624,3914,DF5D707F309605889,01/12/2007,"No Heat: $150.00
Replace high limit control $34.00
Additional labor $40.00
Scott",06/04/17,06/04/17
6042,8382,3801,,01/10/2007,"No Heat: $150.00
Replace spiral ignitor $95.00
Scott",06/04/17,06/04/17
6043,7876,3614,,01/04/2007,"Furnace making bang noise.  Gas was building up before pilot was lit.  Cleaned burners (very rusty), checked pilot, added water to system.  $80.00
Scott",06/04/17,06/04/17
6045,5749,2725,9404103577,01/04/2007,"No Heat:
Replace limit switch.  $25.00
Ignitor has weak spot and should be replaced.  
Labor $105.00
Scott",06/04/17,06/04/17
6046,8653,3928,,01/15/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6047,6076,2892,3062R967G,01/15/2007,"Water leaking under furnace.  Cleaned condensate trap.  Checked drain lines, was leaking drom trap somewhere.  Serviced furnace.  $105.00
Bob",06/04/17,06/04/17
6048,8654,3929,,10/13/2006,"No Heat: $105.00
3-30 amp cartridge fuses had failed.  Replaced fuses $9.00
Paul",06/04/17,06/04/17
6049,4049,2001,357019-9517,01/24/2007,"Service oil furnace $95.00
Oil filter & nozzle $15.00
Bob",06/04/17,06/04/17
6050,8661,2999,,01/17/2007,"Furnace fan making noise.  Bottom of furnace was under water.  Serviced two furnaces.  $140.00
Replace 1 thermocouple $15.00
Scott, Bob",06/04/17,06/04/17
6051,8662,2999,,01/17/2007,"Serviced furnace
Bob, Scott",06/04/17,06/04/17
6052,5981,2849,,01/23/2007,"Service furnace $95.00
Oil filter & nozzle $15.00
Bob",06/04/17,06/04/17
6053,7244,2849,,01/23/2007,"Filter $45.00
Bob",06/04/17,06/04/17
6054,6736,1682,,01/19/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6055,6737,1682,,01/19/2007,"Waterpanel $15.00
Bob",06/04/17,06/04/17
6056,3712,1840,2454P2G7G,01/02/2007,"Replace draft inducer motor.  Part under warranty.
Scott",06/04/17,06/04/17
6057,3019,1311,,01/18/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6058,3021,1311,,01/18/2007,"Filter $40.00
Bob",06/04/17,06/04/17
6059,8663,1311,,01/18/2007,"Waterpanel $15.00
Bob",06/04/17,06/04/17
6060,8664,3930,,01/18/2007,"No Heat: $105.00
Condensate trap clogged.  Cleaned trap.  Checked flue pipe, hoses, air filter.  
Scott",06/04/17,06/04/17
6061,7937,2366,601623094,12/06/2006,"Service furnace 
First year free
Bob",06/04/17,06/04/17
6062,5095,2366,4061LEW7G,12/06/2006,"Service furnace $80.00
Bob",06/04/17,06/04/17
6063,7940,2366,,12/06/2006,"Filter $45.00
Bob",06/04/17,06/04/17
6064,6854,2564,,01/21/2007,"No Heat (Weekend) $150.00
Replace ignitor $45.00
Inspect heat exchanger-found small crack in left burner chamber.
Steve",06/04/17,06/04/17
6065,5363,2547,,01/24/2007,"Furnace making whistling noise.  Filter causing noise from air restriction.   Replace belt on blower.  $15.00
Labor $105.00
Scott",06/04/17,06/04/17
6066,2114,837,L174KDC2G,01/19/2007,"Service furnace $80.00
Pulled out blower wheel to clean w/air compressor $20.00
Replace ignitor $45.00
Bob",06/04/17,06/04/17
6067,8665,837,,01/19/2007,"Waterpanel $15.00
Bob",06/04/17,06/04/17
6069,4894,2290,2444WJ87G,01/09/2007,"Replace heat exchanger and gas valve.
Under warranty.",06/04/17,06/04/17
6070,3013,1309,,01/18/2007,"Gas smell at furnace.  Replace gas valve $177.56
Labor $145.00
Scott/Bob",06/04/17,06/04/17
6071,8666,3931,,01/18/2007,"No Heat: Flame not staying on all the time.  Working when I got there.  Checked and cleaned flame sensor.  Checked & cleaned spark ignitor.  Check wiring, found loose wire near pressure switch.  Checked blower assembly.
$105.00
Bob",06/04/17,06/04/17
6072,5616,2669,,01/26/2007,No Heat.  Paul cleaned flame sensor.  No charge due to he wants to soon replace system.,06/04/17,06/04/17
6074,8669,3933,,01/11/2007,"No Heat: $145.00
High limit switch was open due to dirty filter.  Replace filter $2.50
Replace flame sensor $6.00
Replace limit switch $28.00
Scott",06/04/17,06/04/17
6075,7822,1600,FK5D702F430504489,01/31/2007,"Service furnace
First year service-no charge
Bob",06/04/17,06/04/17
6076,7824,1600,,01/31/2007,"Replace waterpanel
$13.00",06/04/17,06/04/17
6077,7825,1600,,01/31/2007,Filter $40.00,06/04/17,06/04/17
6078,6539,632,,02/07/2007,"2 Filters in shop
$80.00",06/04/17,06/04/17
6079,8671,3935,,01/11/2007,"No Heat: After hours service $150.00
Replace gas valve $78.00
Additional labor $80.00
Bob",06/04/17,06/04/17
6080,8672,3936,,01/19/2007,"Furnace not as hot as it use to be.  Element check ok.  One limit control bad, replace with used one.  Replace 30amp fuse $2.00
Trip & labor $185.00
Bob",06/04/17,06/04/17
6081,8673,3937,,01/11/2007,"Furnace not always heating when going into high stage.  Replace pressure switch $72.00
Trip & labor $225.00
Bob",06/04/17,06/04/17
6082,6461,288,,01/23/2007,"Filter $40.00
In Shop",06/04/17,06/04/17
6083,7438,2479,,01/17/2007,"Filter $40.00
In Shop",06/04/17,06/04/17
6084,5765,544,,01/30/2007,"Filter $40.00
In Shop",06/04/17,06/04/17
6085,8573,3891,,01/29/2007,"Motor making noise.  Pump coupler broken.  Replace coupler $15.00
Trip & labor $105.00
Bob",06/04/17,06/04/17
6089,6347,1989,310003932,01/25/2007,"Service Furnace $80.00
Bob",06/04/17,06/04/17
6090,8675,3939,,12/08/2006,"Service furnace
Bob",06/04/17,06/04/17
6091,1442,593,J28534350,01/27/2007,"No Heat: $170.00
Replace ignitor $45.00
Replace thermostat $80.00
Scott",06/04/17,06/04/17
6092,8677,593,,01/27/2007,"Filter $40.00
Scott",06/04/17,06/04/17
6093,8678,3940,,01/25/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6094,8679,3941,,01/30/2007,"Service furnace $80.00
Replace thermocouple $15.00
Bob",06/04/17,06/04/17
6096,8680,3942,,01/25/2007,"NO Heat $105.00
Replace ignition transformer $72.50
Additional labor $160.00
Steve",06/04/17,06/04/17
6097,7987,3669,,01/17/2007,"No Heat: Condensate drain was clogged.  Cleaned drain and pump.  Returned 1/23/07 to same problem.  Cut condensate drain line, moved to right side of plate.
Bob
$105.00",06/04/17,06/04/17
6098,1070,443,M4650JA1G,01/30/2007,"Service furnace $80.00
Replace ignitor-under warranty.
Bob",06/04/17,06/04/17
6099,7645,3494,,01/25/2007,"Check furnace for noise.  $20.00
Steve",06/04/17,06/04/17
6100,7005,2877,,01/26/2007,"Replace draft inducer motor $320.00
Labor $80.00
Bob",06/04/17,06/04/17
6101,1498,617,K525K3N2G,01/25/2007,"Service furnace $80.00
Repair exhaust fan assembly (noisy)
Steve",06/04/17,06/04/17
6102,8681,3943,,01/26/2007,"No Heat: $105.00
Pilot not lighting.  Clean burners, clean pilot assembly. Scott",06/04/17,06/04/17
6103,6114,2907,,01/29/2007,"No Heat-Weekend $150.00
Replace pressure switch $88.00
Replace thermostat $71.00
Additional labor $20.00
Scott",06/04/17,06/04/17
6104,8683,3944,,01/26/2007,"No Heat: $105.00
Code flashing pressure switch.  Drain line from trap sagging casuing 2nd trap to not drain properly.  Repositioned drain out front side of furnace.  Additional labor $60.00
Bob",06/04/17,06/04/17
6105,8087,3384,2786AB2773,01/30/2007,"No Heat: Weekend $150.00
Replace collector box $71.00
Additional labor $80.00
Scott",06/04/17,06/04/17
6106,7901,3627,,01/26/2007,"No Heat $105.00
Pilot wouldn't stay on.  Homeowner changed thermocouple.  Cleaned pilot assembly.  Gas valve bad.  Replace valve $178.00
Additional labor $120.00
Bob",06/04/17,06/04/17
6107,6690,1092,,01/30/2007,"Furnace not working right.  Switch on furnace no making good contact.  Replace switch $15.00
Labor $80.00
Scott",06/04/17,06/04/17
6108,8277,2476,607171721,02/12/2007,"Replaced inducer fan assembly.  Under warranty. 
Paul",06/04/17,06/04/17
6109,8277,2476,607171721,02/05/2007,"Replaced pressure switches. Under warranty.
Scott and Dave",06/04/17,06/04/17
6110,8660,3112,2787A02627,02/01/2007,"Water leaking from collector box.  Replace box $74.00
Labor $185.00
Hi-temp adhesive $15.00
Scott",06/04/17,06/04/17
6111,8686,3160,,02/05/2007,"Service furnace $80.00
Replace ignitor $45.00
Bob",06/04/17,06/04/17
6112,4317,2107,N454T557G,01/29/2007,"Furnace not working properly.  Service  $105.00
Removed a lot of lint build up inside.  Steve",06/04/17,06/04/17
6113,8687,3946,,02/05/2007,"No Heat: $105.00
Replace blower motor & capacitor $120.61
Dave, Scott",06/04/17,06/04/17
6114,7704,3527,,02/07/2007,"Oil furnace smoking.  Furnace plugged up, cleaned out and is burning better.  $105.00
Bob",06/04/17,06/04/17
6115,288,114,P421PMH2G,02/01/2007,"No Heat: Drain clogged.  Clean burners, flames sensor, inspect heat exchanger.  $105.00
Dave & Scott",06/04/17,06/04/17
6116,288,114,P421PMH2G,02/06/2007,"No Heat: Replace blower motor, capacitor, and mounting bracket.  $129.75
Labor $160.00
Bob/Paul",06/04/17,06/04/17
6117,3918,1959,,02/07/2007,"Humidifier not working.  Saddle valve clogged.  Cleared valve.  Waterpanel $15.00
Trip & labor $65.00
Bob",06/04/17,06/04/17
6118,317,123,JO65O5O87,02/06/2007,"No Heat: $145.00
Cleaned condensate drain, flame sensor.  Checked propane gas pressure-reset to 10lbs.  Cleaned mained burners.  Replace ignitor $45.00
Paul",06/04/17,06/04/17
6119,5150,1390,,02/08/2007,"Humidifier drain clogged at trap.  Cleaned out with bleach.  Waterpanel $15.00
Trip charge $25.00
Bob",06/04/17,06/04/17
6120,6556,1390,,02/08/2007,"Filter $45.00
Bob",06/04/17,06/04/17
6121,8688,3947,,02/08/2007,"Service furnace $80.00
Replace thermocouple $15.00
Replace fan belt $15.00
Bob",06/04/17,06/04/17
6122,3834,1892,D13536688,02/06/2007,"No Heat 
Replace ignition control board $98.43
Labor $25.00
Scott",06/04/17,06/04/17
6123,5770,1282,,02/01/2007,"Furnace rumbling-not all the time.  Replace primary control $117.00
Labor $120.00
Bob",06/04/17,06/04/17
6124,5334,1807,,02/07/2007,"Humidifier not working.  Saddle valve plugged.  Replaced waterpanel $15.00
Trip & labor $65.00
Bob",06/04/17,06/04/17
6126,7347,3383,,01/25/2007,"Filter $40.00
In Shop",06/04/17,06/04/17
6127,8689,3948,,02/02/2007,"No Heat: $125.00
Replace pressure switch $70.00
Scott",06/04/17,06/04/17
6128,8690,3949,,02/05/2007,"Gas boiler working but not getting to temp.  Clean burners.  Reset limit temp. to 170.  $105.00
Bob",06/04/17,06/04/17
6129,8691,3950,,01/31/2007,"No Heat:
Replace pilot ignition control $121.75.  Cleaned furnace due to one chamber being clogged with soot.  Service $105.00
Paul",06/04/17,06/04/17
6130,8693,3951,,02/06/2007,"No Heat: Pushed reset button and furnace started.  Air filter dirty-replaced with one customer supplied.
$25
Scott",06/04/17,06/04/17
6131,8696,3952,,02/05/2007,"Service to furnace.  Clean flame sensor, disconnect door switch. $80.00
Steve",06/04/17,06/04/17
6132,8280,2476,,02/05/2007,"Filter $45.00
Dave & Scott",06/04/17,06/04/17
6133,8697,3953,,02/05/2007,"No Heat: Clean Pilot
$105.00
Scott & Dave",06/04/17,06/04/17
6135,8654,3929,,02/05/2007,"No heat; Replace fuse.  Replace burnt wire.  Replace 16x25x1 air filter.  $117.50
Steve",06/04/17,06/04/17
6136,2420,961,S22543858,02/08/2007,"No heat; was working when we arrived.  Cleaned flame sensor.  Clean condensate drain of clog.  $125.00
Bob",06/04/17,06/04/17
6137,8699,3954,,02/06/2007,"Pilot not staying on.  Clean pilot assembly.  Replace thermocouple $15.00
Adjusted pilot flame. 
Labor $105.00
Scott",06/04/17,06/04/17
6138,6044,2876,,02/02/2007,Filter (In Shop) $40.00,06/04/17,06/04/17
6139,8701,3956,,02/09/2007,"Service furnace $80.00
Heat exchanger has crack in it.  Owner decided not to have it replaced at this time.
Bob",06/04/17,06/04/17
6142,4246,1570,0,02/13/2007,"Filter $45.00
Bob",06/04/17,06/04/17
6143,5069,2348,RC7257489725,02/16/2007,"NO Heat: Replace oil filter & nozzle.  Replace fuel gauge.  $211.00
Dave/Scott/Steve",06/04/17,06/04/17
6145,6934,3250,,02/14/2007,"Service furnace $80.00
Replace thermocouple $15.00
Bob",06/04/17,06/04/17
6146,7618,3482,,01/29/2007,"No heat in lower level, bled lower level, inspected pump/voltage, checked thermostat, checked aquastat.  $110.00
Scott",06/04/17,06/04/17
6147,8703,3957,,02/09/2007,"Service furnace $80.00
Bob",06/04/17,06/04/17
6148,8705,3959,,01/25/2007,No Heat: found furnace door not latched.  Service furnace $80.00  Replace thermocouple $15.00  Bob,06/04/17,06/04/17
6149,8705,3959,,01/29/2007,"No Heat: Pilot not staying lit.  Thermostat not functioning properly.  Replace thermostat.  $120.00
Bob",06/04/17,06/04/17
6150,8706,3960,,02/10/2007,"NO Heat (Weekend); Ignition module failed.  Replace module.  $327.00
Paul",06/04/17,06/04/17
6151,3984,2000,CP172 M0303 06971,02/09/2007,"Service furnace $95.00
Oil filter & nozzle $15.00
Replace cad cell eye/wire assembly due to pinched wire. (Under warranty).",06/04/17,06/04/17
6152,851,344,X28540987,01/10/2007,"No Heat: Replace circuit board.  $217.00
Labor $80.00
bob",06/04/17,06/04/17
6153,890,359,L3033AU7G,02/09/2007,"Clean condensate line and traps.  $105.00
Steve",06/04/17,06/04/17
6154,8707,3961,,02/14/2007,"No heat: breaker was off.  Cleaned furnace.  $125.00
Bob",06/04/17,06/04/17
6155,3322,1583,,02/09/2007,"No Heat; Drain clogged, cleaned drain trap & line $105.00
Paul",06/04/17,06/04/17
6156,8708,3962,,02/06/2007,"No Heat: $105.00
Replace high limit control $17.00
Blower motor bearings are failing, start up is when the motor is noisy.
Paul/Bob",06/04/17,06/04/17
6157,5623,2671,,11/08/2006,"Burners coming on & off before staying on.  Replace mercury switch $185.00
Trip & labor $105.00
Bob",06/04/17,06/04/17
6159,6507,540,,02/12/2007,"Filter $40.00
Bob",06/04/17,06/04/17
6160,2743,540,,02/12/2007,"Humidifier not working; saddle valve was shut off.  $25.00
Bob",06/04/17,06/04/17
6161,5043,2330,,02/14/2007,"Pump coupler broken.  Replace coupler $15.00
Check operation, checked gas pressure.  $165.00
Bob",06/04/17,06/04/17
6164,8709,3963,3251LCB7G,02/02/2007,"Replace heat exchanger
Under warranty.",06/04/17,06/04/17
6166,7537,1750,,02/12/2007,"Service furnace $80.00
Scott",06/04/17,06/04/17
6167,5722,1024,,02/16/2007,"Humidifier leaking; drain tube clogged.  Cleaned out tube.  Replace waterpanel $15.00
Trip & labor $60.00
Bob",06/04/17,06/04/17
6168,5246,1779,,01/23/2007,"Oiled/cleaned fan motor
Scott",06/04/17,06/04/17
6170,3267,1542,,02/16/2007,"No Heat: Condensate hoses clogged.  Cleaned hoses/trap, cleaned collector box drain, inducer drain.  $80.00
Scott",06/04/17,06/04/17
6171,4217,2071,3341NL91G,02/21/2007,"Furnace not always staying lit.  Service furnace  $105.00
Replace flame sensor-5 year parts warranty.  Bob",06/04/17,06/04/17
6172,8712,3964,,02/20/2007,"No Heat: Replace oil filter (owners) and nozzle $7.50
Clean furnace-very dirty.  $165.00
Bob",06/04/17,06/04/17
6173,6553,3062,,02/21/2007,"Furnace flame not staying on; Cleaned flame sensor.
$40.00
Scott",06/04/17,06/04/17
6174,6554,3062,,02/21/2007,"Filter $40.00
Scott",06/04/17,06/04/17
6175,4724,2231,F18511431,02/12/2007,"No Heat: After hours.  Replace ignition control board $192.00
Labor $80.00
Paul",06/04/17,06/04/17
6176,7094,3317,,02/20/2007,"Furnace making noise.  Heard high pitch noise, may be problem w/ blower motor.  It's not overheating.  $30.00
Bob",06/04/17,06/04/17
6177,8713,3965,,02/19/2007,"NO Heat; blower motor bad.  Replace motor & capacitor $115.00
Replace motor mount $15.00
Trip & labor $125.00
Bob",06/04/17,06/04/17
6179,1170,477,S17536445,02/19/2007,"Furnace making noise.  Oiled exhaust blower motor, cleaned out condensate trap.  $80.00
Steve",06/04/17,06/04/17
6180,6753,1465,,02/12/2007,"Pump leaking; Replace pump impeller, housing, and bearing assembly (used) and installed a new pump coupling. $130.00
Labor (13 hrs @ $45/hr) $585.00
Steve & Dave",06/04/17,06/04/17
6181,2181,865,R33523E7G,02/19/2007,"NO Heat: Replace ignitor $45.00
Trip & labor $105.00
Bob",06/04/17,06/04/17
6182,8715,3967,,02/15/2007,"No Heat: Furnace worked when thermostat was turned on.  Randomly goes off.  Check pressure switch vacuum line-cut end off and rolled back.  Cleaned flame sensor.  Board may be going bad.  $65.00
Bob",06/04/17,06/04/17
6183,3305,99,,02/23/2007,Filter (In shop) $40.00,06/04/17,06/04/17
6184,5360,99,,02/23/2007,Waterpanel (In shop) $13.00,06/04/17,06/04/17
6185,7946,3338,601623091,01/01/2007,"Replace hi lo pressure switches. 
Steve",06/04/17,06/04/17
6186,8716,3968,,02/26/2007,"Oil furnace pump motor over heating.  Replace motor  $138.00
Labor $80.00
Bob/Dave",06/04/17,06/04/17
6187,8716,3968,,02/19/2007,"No Heat: Pump motor reset was out.  Reset & oiled motor.  $80.00
Scott",06/04/17,06/04/17
6188,8717,3969,,02/13/2007,"NO Heat: $105.00
Check ignitor, filter was very dirty.  Changed filter $3.00 (16x25x1)
Reset high limit, will need to be replaced.  Scott",06/04/17,06/04/17
6189,661,261,C35572324,02/07/2007,"Blower making noise.  Removed paper from blower wheel.  $25.00
Scott",06/04/17,06/04/17
6190,8718,703,,01/10/2007,"Water not shutting off to humidifier.  Solenoid was stuck open .  Turned on & off and it started working.  Changed waterpanel $15.00
Trip & labor $45.00
Bob",06/04/17,06/04/17
6191,5166,1023,,01/12/2007,"Filter $40.00
In Shop",06/04/17,06/04/17
6192,6946,58,,12/28/2006,"Filter $40.00
In Shop",06/04/17,06/04/17
6194,7005,2877,,12/14/2006,"Furnace making loud bang when it comes on.  $105.00
Had delayed ignition, was exploding when it lit.  Repositioned ignitor, cleaned flame sensor.  Bob",06/04/17,06/04/17
6195,8719,3970,,12/12/2006,"Furnace not working properly.  $105.00
Pilot not always staying on or will light burners then go out.  Pilot assembly & flame sensor were just changed by someone else.  Adjusted heat anticipator.  Checked pressure switch.  May need pressure switch or board.
Bob",06/04/17,06/04/17
6196,3278,1555,,12/13/2006,"Blower wheel hub became free from squirrel cage.  Replaced blower wheel $155.00
Oil/clean motor.  Labor $145.00
Scott",06/04/17,06/04/17
6197,8528,3865,L883327554,12/05/2006,"No Heat: $105.00
Pilot & burners not staying on.  Cleaned burners, cleaned pilot assembly, check blower motor.  Scott",06/04/17,06/04/17
6198,4262,1418,C38583539,12/05/2006,"No Heat: Clean flame sensor, check ignitor, check wiring.  $105.00
Scott",06/04/17,06/04/17
6199,7638,3490,,12/06/2006,"Service furnace $80.00
Change condensate trap $10.00
Bob",06/04/17,06/04/17
6202,8720,3971,,11/28/2006,"NO Heat: $115.00
Replace oil filter & nozzle $17.50
Replace primary control $96.00
Steve/Dave",06/04/17,06/04/17
6203,6742,526,,11/28/2006,"Filter $35.00  (Coupon)
In Shop",06/04/17,06/04/17
6204,6719,3144,,11/28/2006,"Service furnace $80.00
Scott",06/04/17,06/04/17
6205,8721,3972,,11/22/2006,"Waterpanel $13.00
In Shop",06/04/17,06/04/17
6207,8716,3968,,11/21/2006,"Service furnace $95.00
Oil filter & nozzle $15.00
Bob",06/04/17,06/04/17
6208,8723,3973,,02/04/2007,"No Heat: Found cross over line in oil tanks clogged.  Cleaned and furnace working ok.  $150.00
Bob",06/04/17,06/04/17
6211,1335,550,3319889432,02/20/2007,"Burner tube & end cone had failed.  Replace both $222.00
Labor $185.00
Scott",06/04/17,06/04/17
6212,8725,3975,,02/05/2007,"No Heat: Drain was clogged.  Clean out drain & redid drain to prevent future clogs.  $65.00
Scott",06/04/17,06/04/17
6213,4124,2036,3152KBD7G,11/19/2006,"No Heat (After hours)  Cleaned condensate trap & hoses, cleaned flame sensor.  $110.00
Bob",06/04/17,06/04/17
6214,8726,2036,,11/19/2006,"Filter $40.00
Bob",06/04/17,06/04/17
6215,570,226,0,02/06/2007,Filter (in shop) $40.00,06/04/17,06/04/17
6216,1590,650,,02/05/2007,Filter (In Shop) $40.00,06/04/17,06/04/17
6217,5238,2467,,02/22/2007,"No Heat: $105.00
Replace ignitor $45.00
Clean flame sensor.
Scott",06/04/17,06/04/17
6218,6534,692,,01/25/2007,"2 Filters $80.00
In Shop",06/04/17,06/04/17
6219,6380,18,,02/05/2007,"Filter $40.00
In Shop",06/04/17,06/04/17
6220,2254,897,,02/15/2007,"Filter $45.00
In Shop",06/04/17,06/04/17
6221,8727,3976,,02/06/2007,"Service gas boiler $105.00
Scott",06/04/17,06/04/17
6222,181,65,J38532037,02/19/2007,"No Heat: $105.00
Replace flame sensor $7.46
Scott",06/04/17,06/04/17
6223,8728,3977,,02/19/2007,"Furnace inducer making noise; Cleaned trap, adjust 3"" flue pipe, glue fitting on flue pipe, retighten screws on inducer.  $105.00
Scott",06/04/17,06/04/17
6224,6729,3149,,02/23/2007,"Furnace making noise; Draft inducer sound like blades hitting.  Replaced draft inducer.  $330.40
Trip & labor $225.00
Bob",06/04/17,06/04/17
6225,8729,3978,,02/26/2007,"NO Heat $105.00
Replace blower motor $145.00
Replace capacitor $12.50
Replace mounting bracket 22.75
Steve",06/04/17,06/04/17
6226,6185,2942,,01/22/2007,"Repair gas boiler.  Replace gas valve $185.00
Installed 1/2 gas cap, filled boiler, bled air from radiators.  Installed 3/4 valve on radiator due to leaking.  $15.00
Labor $300.00",06/04/17,06/04/17
6227,8730,3979,,02/27/2007,"Check oil furnace  $80.00
Crack in heat exchanger.  Furnace not cycling correctly due to duct work.  Recommended not running furnace.
Scott/Bob",06/04/17,06/04/17
